filename,artist,style,genre
101107.jpg,Henri Fantin-Latour,Realism,flower painting
44744.jpg,Yves Klein,Nouveau Réalisme,abstract
48350.jpg,Stanley Pinker,Fauvism,figurative
48761.jpg,Jose Ferraz de Almeida Junior,Realism,portrait
88534.jpg,Brett Whiteley,Abstract Expressionism,abstract
46696.jpg,Winston Churchill,Impressionism,landscape
5341.jpg,Tarsila do Amaral,Naïve Art (Primitivism),nude painting (nu)
751.jpg,David Burliuk,Surrealism,portrait
81601.jpg,Ion Theodorescu-Sion,Post-Impressionism,nude painting (nu)
65176.jpg,Alfred Kubin,Symbolism,symbolic painting
24252.jpg,John Wilson Carmichael,Romanticism,landscape
57334.jpg,Howard Finster,Art Brut,figurative
97262.jpg,Maria Helena Vieira da Silva,Surrealism,interior
30128.jpg,Helen Frankenthaler,Lyrical Abstraction,abstract
62482.jpg,John Wilson Carmichael,Romanticism,landscape
57567.jpg,Leon Polk Smith,Hard Edge Painting,abstract
11197.jpg,Jose Ferraz de Almeida Junior,Realism,landscape
91293.jpg,Frans Hals,Baroque,portrait
25454.jpg,Emil Carlsen,Impressionism,landscape
58996.jpg,Cuno Amiet,Post-Impressionism,landscape
20185.jpg,Mstislav Dobuzhinsky,Symbolism,illustration
46882.jpg,Katsushika Hokusai,Ukiyo-e,mythological painting
97987.jpg,Avigdor Arikha,Contemporary Realism,landscape
90608.jpg,John Singleton Copley,Neoclassicism,portrait
69651.jpg,Fikret Mualla Saygi,Fauvism,genre painting
61150.jpg,Louise Elisabeth Vigee Le Brun,Rococo,portrait
39318.jpg,Paul Jacoulet,Ukiyo-e,genre painting
74991.jpg,Mstislav Dobuzhinsky,Symbolism,illustration
35102.jpg,Milton Avery,Cubism,still life
79506.jpg,Theodore Rousseau,Realism,landscape
80014.jpg,Jan Matejko,Romanticism,portrait
4557.jpg,Oyvind Fahlstrom,Pop Art,figurative
66981.jpg,Herbert Zangs,Nouveau Réalisme,abstract
38777.jpg,Ossip Zadkine,Expressionism,mythological painting
79125.jpg,Bernard Schultze,Art Informel,abstract
97278.jpg,Jan Sluyters,Expressionism,nude painting (nu)
47350.jpg,Henryk Siemiradzki,Academicism,mythological painting
80121.jpg,Petro Kholodny (Elder),Neo-Byzantine,religious painting
89416.jpg,Leonardo da Vinci,High Renaissance,sketch and study
45598.jpg,Chaim Soutine,Expressionism,genre painting
57544.jpg,Sam Francis,Abstract Expressionism,abstract
38595.jpg,Le Corbusier,Purism,figurative
87120.jpg,Abraham Manievich,Post-Impressionism,cityscape
93501.jpg,Pyotr Konchalovsky,Post-Impressionism,design
16186.jpg,Xul Solar,Surrealism,figurative
40431.jpg,John French Sloan,New Realism,landscape
11082.jpg,Rufino Tamayo,Surrealism,figurative
64923.jpg,Giorgio Morandi,Magic Realism,still life
61387.jpg,Helen Frankenthaler,Lyrical Abstraction,abstract
70992.jpg,Varlin,Expressionism,genre painting
20151.jpg,Theodoros Stamos,Color Field Painting,abstract
93281.jpg,Benito Quinquela Martin,Impressionism,genre painting
47903.jpg,Moshe Kupferman,Minimalism,abstract
12538.jpg,Sol LeWitt,Post-Painterly Abstraction,abstract
61121.jpg,Hans Hinterreiter,Op Art,tessellation
64595.jpg,Ohara Koson,Shin-hanga,wildlife painting
45639.jpg,Leo Leuppi,Art Informel,abstract
83897.jpg,Emiliano Di Cavalcanti,Modernismo,genre painting
7843.jpg,Helen Frankenthaler,Color Field Painting,abstract
57088.jpg,Atsuko Tanaka,Abstract Expressionism,abstract
86121.jpg,Manabu Mabe,Abstract Expressionism,abstract
30572.jpg,Ohara Koson,Shin-hanga,bird-and-flower painting
52520.jpg,Theodor Severin Kittelsen,Neo-Romanticism,interior
29096.jpg,Sonia Delaunay,Orphism,genre painting
27212.jpg,Bice Lazzari,Art Informel,abstract
87838.jpg,Eugene Brands,Art Informel,abstract
21599.jpg,Serge Brignoni,Surrealism,symbolic painting
6521.jpg,Henry Darger,Art Brut,illustration
91156.jpg,Jury Annenkov,Expressionism,illustration
33713.jpg,Charles Bell,Photorealism,still life
49337.jpg,Morris Graves,Expressionism,animal painting
19204.jpg,Thomas Gainsborough,Rococo,portrait
48383.jpg,Vilhelms Purvitis,Impressionism,landscape
68897.jpg,Camille Bombois,Naïve Art (Primitivism),landscape
51614.jpg,Hans Hofmann,Fauvism,landscape
41743.jpg,Vasile Dobrian,Hard Edge Painting,abstract
41512.jpg,Tsuguharu Foujita,Expressionism,animal painting
5256.jpg,Perle Fine,Abstract Expressionism,abstract
6094.jpg,Richard Pousette-Dart,Abstract Art,abstract
770.jpg,Guy Rose,Impressionism,landscape
17884.jpg,Forrest Bess,Symbolism,figurative
58787.jpg,Jan Matejko,Romanticism,portrait
92958.jpg,Sadamasa Motonaga,Art Informel,abstract
94296.jpg,Paul Feeley,Color Field Painting,abstract
6295.jpg,Helen Frankenthaler,Color Field Painting,abstract
52261.jpg,Jean Helion,Cubism,figurative
34117.jpg,Konstantin Yuon,Realism,portrait
77340.jpg,Jacek Malczewski,Art Nouveau (Modern),portrait
86699.jpg,Georges Lemmen,Art Nouveau (Modern),poster
63802.jpg,Zao Wou-Ki,Lyrical Abstraction,abstract
63695.jpg,Mykhailo Boichuk,Modernismo,illustration
84121.jpg,Robert Delaunay,Post-Impressionism,genre painting
50876.jpg,Nicolae Vermont,Realism,self-portrait
61404.jpg,Aurel Cojan,Tachisme,abstract
23663.jpg,Albin Brunovsky,Surrealism,illustration
3390.jpg,Alexey Venetsianov,Realism,genre painting
94437.jpg,Gene Davis,Color Field Painting,abstract
90525.jpg,Lucian Freud,Expressionism,self-portrait
42977.jpg,Santiago Rusinol,Post-Impressionism,cityscape
39989.jpg,Lucian Freud,Expressionism,portrait
18082.jpg,Maurice Esteve,Art Informel,abstract
25368.jpg,Walasse Ting,Pop Art,nude painting (nu)
36200.jpg,Maurice Esteve,Art Informel,abstract
81979.jpg,Eugene Delacroix,Romanticism,religious painting
62051.jpg,Jean Auguste Dominique Ingres,Neoclassicism,portrait
1453.jpg,Wolfgang Paalen,Surrealism,abstract
94677.jpg,Utagawa Toyokuni,Ukiyo-e,yakusha-e
42668.jpg,Oliver Kilbourn,Social Realism,genre painting
64485.jpg,Pyotr Konchalovsky,Post-Impressionism,design
80107.jpg,Xul Solar,Expressionism,cityscape
72909.jpg,Pyotr Konchalovsky,Art Nouveau (Modern),design
5334.jpg,Albrecht Altdorfer,Northern Renaissance,religious painting
85544.jpg,Olga Albizu,Lyrical Abstraction,abstract
80232.jpg,Benito Quinquela Martin,Impressionism,genre painting
56106.jpg,Raphael Kirchner,Art Nouveau (Modern),design
32844.jpg,Shotei Takahashi,Shin-hanga,landscape
80487.jpg,Bartolome Esteban Murillo,Baroque,religious painting
90154.jpg,Shotei Takahashi,Shin-hanga,landscape
53282.jpg,Lygia Pape,Concretism,abstract
101458.jpg,Ernst Ludwig Kirchner,Expressionism,illustration
77043.jpg,Lucian Freud,Expressionism,nude painting (nu)
25811.jpg,Hoca Ali Riza,Impressionism,landscape
91553.jpg,Emilio Grau Sala,Fauvism,genre painting
9200.jpg,Edwin Dickinson,Expressionism,landscape
100290.jpg,Gene Davis,Color Field Painting,abstract
83035.jpg,Ralston Crawford,Purism,cityscape
21828.jpg,Jack Tworkov,Abstract Expressionism,figurative
23426.jpg,Jimmy Ernst,Abstract Expressionism,abstract
83448.jpg,William Hogarth,Rococo,illustration
96962.jpg,Ohara Koson,Shin-hanga,bird-and-flower painting
33383.jpg,Gregoire Boonzaier,Impressionism,landscape
74726.jpg,Gunther Gerzso,Hard Edge Painting,abstract
76691.jpg,Edouard Manet,Impressionism,landscape
89791.jpg,Gerard Sekoto,Social Realism,genre painting
45430.jpg,James Tissot,Symbolism,religious painting
44071.jpg,Jean-Francois Millet,Realism,portrait
9234.jpg,Louis Wain,Art Nouveau (Modern),animal painting
75306.jpg,Philip de Laszlo,Impressionism,portrait
50416.jpg,Sergey Solomko,Art Nouveau (Modern),genre painting
52430.jpg,Bui Xuan Phai,Expressionism,cityscape
91944.jpg,Norman Rockwell,Regionalism,genre painting
25317.jpg,Theodore Rousseau,Realism,landscape
29287.jpg,Sadamasa Motonaga,Art Informel,abstract
12772.jpg,Henri Fantin-Latour,Realism,flower painting
7403.jpg,Norman Rockwell,Regionalism,genre painting
73750.jpg,Orest Kiprensky,Romanticism,portrait
41938.jpg,George Demetrescu Mirea,Academicism,portrait
5856.jpg,Arthur Hughes,Romanticism,literary painting
72029.jpg,Dmitry Levitzky,Rococo,portrait
44687.jpg,Gerard Sekoto,Expressionism,genre painting
12156.jpg,Gerard Sekoto,Expressionism,portrait
93885.jpg,Carlo Carra,Neoclassicism,nude painting (nu)
53762.jpg,Paula Modersohn-Becker,Expressionism,nude painting (nu)
39217.jpg,Jimmy Ernst,Abstract Expressionism,abstract
86467.jpg,Theodoros Stamos,Color Field Painting,abstract
72446.jpg,Erte,Art Deco,design
74952.jpg,Cuno Amiet,Post-Impressionism,self-portrait
28052.jpg,Kenzo Okada,Color Field Painting,abstract
44119.jpg,Tano Festa,Pop Art,figurative
30092.jpg,Hans Hinterreiter,Op Art,tessellation
75230.jpg,Joan Ponc,Surrealism,figurative
73650.jpg,Bernard Schultze,Art Informel,portrait
28894.jpg,Gabriele Munter,Post-Impressionism,portrait
53671.jpg,Owon,Joseon Dynasty,animal painting
101331.jpg,Fred Yates,Naïve Art (Primitivism),marina
98249.jpg,Clyfford Still,Abstract Expressionism,abstract
36260.jpg,Ivan Generalic,Naïve Art (Primitivism),landscape
84958.jpg,Emil Carlsen,Impressionism,landscape
74852.jpg,Georges Lemmen,Post-Impressionism,genre painting
77294.jpg,Mikhail Nesterov,Symbolism,genre painting
58975.jpg,Jules Perahim,Surrealism,figurative
68944.jpg,Antonio Palolo,Color Field Painting,abstract
417.jpg,Maerten van Heemskerck,Mannerism (Late Renaissance),allegorical painting
99305.jpg,Vladimir Makovsky,Realism,landscape
54533.jpg,Christoffer Wilhelm Eckersberg,Neoclassicism,nude painting (nu)
42179.jpg,Fernand Leger,Naïve Art (Primitivism),battle painting
70717.jpg,Agnolo Bronzino,Mannerism (Late Renaissance),religious painting
28719.jpg,Louisa Matthiasdottir,Expressionism,still life
87918.jpg,Agnes Martin,Minimalism,abstract
92182.jpg,Cagnaccio di San Pietro,Magic Realism,nude painting (nu)
60074.jpg,Samuel Mutzner,Impressionism,landscape
90394.jpg,Jean Metzinger,Cubism,genre painting
50200.jpg,Raja Ravi Varma,Academicism,portrait
74956.jpg,Giulio Turcato,Surrealism,abstract
46258.jpg,Hafiz Osman,Ottoman Period,calligraphy
8945.jpg,Filipp Malyavin,Expressionism,portrait
51992.jpg,Norman Rockwell,Regionalism,genre painting
46435.jpg,Zdislav Beksinski,Surrealism,symbolic painting
58079.jpg,Mstislav Dobuzhinsky,Symbolism,cityscape
53680.jpg,David Burliuk,Realism,landscape
41563.jpg,Arthur Rackham,Art Nouveau (Modern),illustration
88222.jpg,Kiyoshi Saito,Sōsaku hanga,figurative
98144.jpg,Benozzo Gozzoli,Early Renaissance,religious painting
101416.jpg,Zdislav Beksinski,Surrealism,symbolic painting
52966.jpg,Norman Rockwell,Regionalism,genre painting
82204.jpg,Gerard Sekoto,Social Realism,genre painting
46728.jpg,Fikret Mualla Saygi,Fauvism,genre painting
60576.jpg,Edvard Weie,Post-Impressionism,cityscape
17468.jpg,Norman Rockwell,Regionalism,genre painting
82175.jpg,Oskar Holweck,Nouveau Réalisme,abstract
30741.jpg,John Atkinson Grimshaw,Symbolism,literary painting
59167.jpg,André Lhote,Post-Impressionism,landscape
76189.jpg,Antonio Areal,Pop Art,figurative
24886.jpg,Amadeo de Souza-Cardoso,Impressionism,genre painting
65542.jpg,Stanley Boxer,Lyrical Abstraction,abstract
5536.jpg,Raoul Dufy,Post-Impressionism,genre painting
10885.jpg,Evelyne Axell,Pop Art,figurative
56277.jpg,Evelyne Axell,Pop Art,self-portrait
12258.jpg,Gustave de Smet,Expressionism,genre painting
92673.jpg,Gene Davis,Color Field Painting,abstract
8464.jpg,Oscar Dominguez,Cubism,genre painting
34582.jpg,Georges Papazoff,Surrealism,abstract
31072.jpg,Theo Gerber,Surrealism,symbolic painting
76042.jpg,Jay DeFeo,Abstract Expressionism,abstract
96070.jpg,Hans Hinterreiter,Op Art,tessellation
15302.jpg,Gustave Buchet,Cubism,marina
66356.jpg,Adolf Dietrich,Naïve Art (Primitivism),animal painting
87551.jpg,Varlin,Expressionism,genre painting
12193.jpg,Rupprecht Geiger,Color Field Painting,abstract
47901.jpg,Max Pechstein,Post-Impressionism,landscape
72068.jpg,Edward Wadsworth,Surrealism,landscape
6701.jpg, Thalia Flora-Karavia ,Expressionism,portrait
63690.jpg,Jay DeFeo,Abstract Expressionism,abstract
71311.jpg,Raphael Kirchner,Art Nouveau (Modern),genre painting
103103.jpg,Raphael Kirchner,Art Nouveau (Modern),design
19785.jpg,Konstantinos Volanakis,Realism,marina
36104.jpg,Victor Vasarely,Op Art,still life
88454.jpg,Theodor Severin Kittelsen,Realism,sketch and study
42513.jpg,Briton Riviere,Realism,literary painting
82254.jpg,Raphael Delorme,Art Deco,allegorical painting
32821.jpg,Raphael Delorme,Art Deco,nude painting (nu)
53954.jpg,Richards Ruben,Abstract Expressionism,abstract
14021.jpg,Chaim Soutine,Expressionism,portrait
95738.jpg,Gunther Forg,Minimalism,abstract
48449.jpg,David Burliuk,Realism,landscape
54192.jpg,Charles Rennie Mackintosh,Art Nouveau (Modern),symbolic painting
72882.jpg,Albert Huie,Expressionism,genre painting
89526.jpg,John Ruskin,Romanticism,portrait
101553.jpg,Mark Rothko,Abstract Expressionism,abstract
12379.jpg,Raphael Kirchner,Art Nouveau (Modern),design
28949.jpg,Rene Bertholo,Pop Art,figurative
1763.jpg,Nzante Spee,Cubism,abstract
102080.jpg,Charles Rennie Mackintosh,Art Nouveau (Modern),flower painting
73068.jpg,Diego Rivera,Muralism,allegorical painting
25545.jpg,Georges Lacombe ,Pointillism,landscape
41747.jpg,Ivan Kramskoy,Realism,religious painting
39132.jpg,Enrico Baj,Art Informel,symbolic painting
10604.jpg,Zinaida Serebriakova,Expressionism,portrait
35543.jpg,Ohara Koson,Shin-hanga,bird-and-flower painting
26859.jpg,Charles-Francois Daubigny,Realism,landscape
53102.jpg,Antonietta Raphael,Expressionism,sketch and study
51201.jpg,Alberto Magnelli,Art Nouveau (Modern),genre painting
70172.jpg,Varlin,Expressionism,cityscape
9919.jpg,Max Bill,Concretism,abstract
56253.jpg,Afro,Art Informel,abstract
76893.jpg,Varlin,Expressionism,genre painting
100402.jpg,Arthur Segal,Expressionism,religious painting
10262.jpg,Varlin,Expressionism,cityscape
47117.jpg,Hercules Seghers,Baroque,landscape
98092.jpg,Victor Pasmore,Abstract Expressionism,abstract
32035.jpg,Carmelo Arden Quin,Concretism,abstract
88933.jpg,Theo Gerber,Surrealism,abstract
48269.jpg,Sol LeWitt,Post-Painterly Abstraction,abstract
82215.jpg,Walasse Ting,Pop Art,flower painting
46952.jpg,Radi Nedelchev,Naïve Art (Primitivism),landscape
55136.jpg,Jay DeFeo,Abstract Expressionism,abstract
49387.jpg,David Burliuk,Post-Impressionism,landscape
22297.jpg,Fernand Leger,Purism,sketch and study
62175.jpg,Pavel Filonov,Realism,landscape
3677.jpg,Amedeo Modigliani,Expressionism,nude painting (nu)
33952.jpg,Alekos Kontopoulos ,Surrealism,abstract
72284.jpg,Francisco Goya,Romanticism,capriccio
53456.jpg,Tsuguharu Foujita,Magic Realism,portrait
61080.jpg,Jean Auguste Dominique Ingres,Neoclassicism,religious painting
21925.jpg,Nikolaos Lytras,Expressionism,portrait
18626.jpg,Theophrastos Triantafyllidis,Impressionism,flower painting
31542.jpg,Nikolaos Gyzis,Romanticism,portrait
19394.jpg,Albert Rafols-Casamada,Art Informel,abstract
68014.jpg,Eugene Delacroix,Orientalism,wildlife painting
42468.jpg,Jimmy Ernst,Abstract Expressionism,abstract
73742.jpg,Mimmo Rotella,Nouveau Réalisme,figurative
39248.jpg,Fernand Leger,Cubism,portrait
70094.jpg,Jimmy Ernst,Abstract Expressionism,abstract
55441.jpg,Conrad Marca-Relli,Abstract Expressionism,abstract
36872.jpg,Gene Davis,Color Field Painting,abstract
75125.jpg,Franklin Carmichael,Art Nouveau (Modern),landscape
56927.jpg,Nicolaes Maes,Baroque,genre painting
61147.jpg,Anders Zorn,Orientalism,genre painting
68616.jpg,Marcelle Cahn,Concretism,abstract
66513.jpg,Paul Jacoulet,Ukiyo-e,portrait
59904.jpg,Jean Degottex,Minimalism,abstract
73.jpg,Horace Vernet,Romanticism,portrait
71528.jpg,Alexandre Istrati,Tachisme,abstract
20200.jpg,David Burliuk,Post-Impressionism,flower painting
19791.jpg,Avigdor Arikha,Expressionism,self-portrait
51063.jpg,Oskar Holweck,Nouveau Réalisme,abstract
66121.jpg,Eugene von Guerard,Romanticism,landscape
87333.jpg,Jacek Malczewski,Post-Impressionism,portrait
48454.jpg,John Ruskin,Romanticism,sketch and study
72973.jpg,Clarence Holbrook Carter,Surrealism,flower painting
23142.jpg,George Pemba,Social Realism,genre painting
78737.jpg,Zdislav Beksinski,Surrealism,symbolic painting
37272.jpg,Gerard Sekoto,Social Realism,genre painting
23944.jpg,Claude Lorrain,Classicism,cityscape
95952.jpg,Kaoru Kawano,Sōsaku hanga,figurative
86156.jpg,Pyotr Konchalovsky,Post-Impressionism,genre painting
43041.jpg,Wols,Surrealism,figurative
16402.jpg,Paul Klee,Expressionism,symbolic painting
30682.jpg,Pyotr Konchalovsky,Cubism,cityscape
23771.jpg,Anders Zorn,Realism,genre painting
59132.jpg,Candido Portinari,Post-Impressionism,genre painting
65928.jpg,Louise Elisabeth Vigee Le Brun,Rococo,portrait
78287.jpg,Konstantin Yuon,Art Nouveau (Modern),design
3174.jpg,Alfred Manessier,Art Informel,abstract
15778.jpg,Leonardo da Vinci,High Renaissance,religious painting
56190.jpg,Mario Prassinos,Surrealism,figurative
11744.jpg,Gene Davis,Color Field Painting,abstract
81599.jpg,Rudolf Bauer,Abstract Art,abstract
55121.jpg,Raphael Kirchner,Art Nouveau (Modern),design
27695.jpg,Claudio Bravo,Hyper-Realism,interior
90622.jpg,Pavel Filonov,Socialist Realism,portrait
1769.jpg,Franz Stuck,Symbolism,mythological painting
44634.jpg,Stefan Luchian,Impressionism,cityscape
63473.jpg,Gabriel von Max,Romanticism,animal painting
60140.jpg,Jose Escada,Surrealism,abstract
66708.jpg,Howard Finster,Art Brut,figurative
97865.jpg,Cuno Amiet,Post-Impressionism,still life
23091.jpg,Jury Annenkov,Expressionism,illustration
7005.jpg,Pierre-Narcisse Guerin,Neoclassicism,portrait
7777.jpg,Benjamin Brown,Impressionism,landscape
33347.jpg,Henri Matisse,Abstract Expressionism,abstract
93229.jpg,Hieronymus Bosch,Northern Renaissance,religious painting
94307.jpg,Louis Comfort Tiffany,Art Nouveau (Modern),design
54830.jpg,William Blake,Symbolism,mythological painting
9109.jpg,Sandro Botticelli,Early Renaissance,religious painting
27.jpg,Gerard Sekoto,Expressionism,self-portrait
34848.jpg,Norman Rockwell,Regionalism,genre painting
72731.jpg,Julian Ashton,Impressionism,marina
40680.jpg,Nikolay Bogdanov-Belsky,Impressionism,genre painting
30723.jpg,Oskar Kokoschka,Expressionism,portrait
54953.jpg,Benvenuto Tisi,Mannerism (Late Renaissance),religious painting
32846.jpg,Jan Matejko,Romanticism,portrait
22957.jpg,Orest Kiprensky,Romanticism,portrait
40851.jpg,Jean Fouquet,Northern Renaissance,religious painting
48806.jpg,Grace Cossington Smith,Post-Impressionism,portrait
49205.jpg,Jean Dupas,Art Deco,portrait
58594.jpg,Zdislav Beksinski,Surrealism,symbolic painting
99377.jpg,Milton Avery,Fauvism,landscape
77346.jpg,Paul Jacoulet,Ukiyo-e,portrait
9664.jpg,Grace Cossington Smith,Post-Impressionism,animal painting
98075.jpg,Carl Bloch,Academicism,religious painting
95151.jpg,Kiyoshi Saito,Sōsaku hanga,genre painting
71289.jpg,Pyotr Konchalovsky,Post-Impressionism,portrait
100247.jpg,Tamara de Lempicka,Art Deco,portrait
61151.jpg,William Simpson,Realism,genre painting
93233.jpg,Jean-Leon Gerome,Orientalism,genre painting
95695.jpg,Gunther Gerzso,Hard Edge Painting,abstract
25990.jpg,Mary Fedden,Naïve Art (Primitivism),still life
47781.jpg,Ohara Koson,Shin-hanga,wildlife painting
8692.jpg,Francis Bott,Art Informel,abstract
77020.jpg,Renato Guttuso,Social Realism,genre painting
9986.jpg,Felix Vallotton ,Art Nouveau (Modern),portrait
61870.jpg,Maurice Quentin de La Tour,Rococo,portrait
81168.jpg,Cristovao de Figueiredo,Northern Renaissance,religious painting
26094.jpg,Burhan Dogancay,Pop Art,figurative
99882.jpg,Carl Larsson,Art Nouveau (Modern),genre painting
72632.jpg,Burhan Dogancay,Street art,figurative
93392.jpg,André Lhote,Cubism,landscape
19751.jpg,John Cage,Neo-Dada,abstract
34395.jpg,Roger Bissière,Cubism,still life
84077.jpg,Giorgio Morandi,Magic Realism,still life
37532.jpg,Louis Wain,Art Nouveau (Modern),illustration
1581.jpg,Cuno Amiet,Expressionism,landscape
92202.jpg,Robert Nickle,Abstract Expressionism,abstract
72189.jpg,Pyotr Konchalovsky,Cubism,still life
